StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,Q3,Q4,Q5,Q6,Q7,Q8,mil_inter_1,mil_inter_2,mil_inter_3,mil_inter_4,ideology_1,interest,conservative,nato,uk,zelensky,attention,Q48_First Click,Q48_Last Click,Q48_Page Submit,Q48_Click Count,direct_mil,indirect_mil,economic,political,general_1,Q40_1,Q49_First Click,Q49_Last Click,Q49_Page Submit,Q49_Click Count,Q47,Q48,Q49,Q50,Q51_1,Q52_1,Q50_First Click,Q50_Last Click,Q50_Page Submit,Q50_Click Count,Q57,Q58,Q59,Q60,Q61_1,Q62_1
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_0whnF4smtv0MDEa,,,,,33.8231,-84.3258,test,,I don't agree,Male,45-54 years old,Other,Master’s degree or above,I prefer not to say,"$50,000 - $100,000",Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,2,No answer,Democrats,Don't know,Theresa May,Don't know,1,,,,,,,,,,,,,,,,,,,,,1.99,2.41,6.47,1,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,5
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_6D9ftrL3axdC5M2,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,55+ years old,Asian - Eastern,Master’s degree or above,Part-time,"More than $200,000",Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,3,Somewhat interested,Republicans,Ukraine,Theresa May,Don't know,2,5.2,5.83,5.66,35,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,2,3,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_a4pgFsThvnaFZPM,,,,,33.8231,-84.3258,test,,I agree,Female,Less than 18 years old,I prefer not to say,Bachelor’s degree,I prefer not to say,I prefer not to say,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,4,Not at all interested,Don't know,Turkey,Scott Morrison,United Kingdom,2,,,,,,,,,,,2.83,3.75,8.17,32,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,6,8,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_6rgYFV0eNPxd2HY,,,,,33.8231,-84.3258,test,,I don't agree,Male,35-44 years old,Asian - Eastern,I prefer not to say,Other,"More than $200,000",Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,2,Not interested,Don't know,Turkey,Don't know,Ukraine,1,,,,,,,,,,,,,,,,,,,,,4.86,8.28,5.06,0,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,0,8
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,1,TRUE,11/6/22 17:25,R_9NasPAVu9HK4QfA,,,,,33.8231,-84.3258,test,,I don't agree,Male,55+ years old,Native-American,Master’s degree or above,Unemployed,"$100,000 - $200,000",Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,6,Not at all interested,Democrats,Estonia,Theresa May,Ukraine,4,,,,,,,,,,,2.99,8.49,6.06,14,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,2,7,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_0rdOR7GaMriEYEm,,,,,33.8231,-84.3258,test,,I agree,Female,Less than 18 years old,Native-American,I prefer not to say,Part-time,"$50,000 - $100,000",Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,7,No answer,Democrats,Ukraine,Justin Trudeau,Greece,1,5.9,8.64,6.93,6,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,9,5,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_0kwwBjH621C6Kkm,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,55+ years old,I prefer not to say,Master’s degree or above,Full-time,"More than $200,000",Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,5,Somewhat interested,Republicans,Estonia,Scott Morrison,United Kingdom,2,,,,,,,,,,,,,,,,,,,,,0.88,2.99,3.03,2,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,3,2
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_1NBHw5x8Wccj4B8,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,18-24 years old,Native-American,Master’s degree or above,Unemployed,"$25,000 - $50,000",Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly agree,1,Not interested,Don't know,Turkey,Scott Morrison,Ukraine,2,6.81,9.88,8.59,39,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,10,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_cYLLSwPQPWpPfTM,,,,,33.8231,-84.3258,test,,I agree,Male,18-24 years old,Asian - Eastern,I prefer not to say,Contract/ Temporary,I prefer not to say,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,5,Not at all interested,Don't know,Ukraine,Justin Trudeau,Greece,4,,,,,,,,,,,8.99,9.66,9.52,18,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,1,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_8FTTNoIqAY9WLdk,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,18-24 years old,White / Caucasian,Master’s degree or above,I prefer not to say,"$50,000 - $100,000",Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,7,Not interested,Don't know,Ukraine,Boris Johnson,Greece,2,8.39,9.46,9.43,32,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,1,6,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,1,TRUE,11/6/22 17:25,R_1KRrkmFnfC6TL1k,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,18-24 years old,Native-American,I prefer not to say,Part-time,"$50,000 - $100,000",Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,9,Not at all interested,Democrats,Don't know,Justin Trudeau,Greece,4,,,,,,,,,,,2.42,3.82,8.31,38,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,10,5,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_42BWS1LXGySh62a,,,,,33.8231,-84.3258,test,,I don't agree,Male,Less than 18 years old,Asian - Indian,Other,Unemployed,I prefer not to say,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,10,No answer,Republicans,Bulgaria,Theresa May,Ukraine,3,,,,,,,,,,,,,,,,,,,,,9,9.59,9.19,35,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,5,7
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_bJUinEfUyfTtNdA,,,,,33.8231,-84.3258,test,,I don't agree,Male,18-24 years old,I prefer not to say,Other,I prefer not to say,"More than $200,000",Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,1,Not at all interested,Democrats,Ukraine,Don't know,United Kingdom,2,1.42,3.19,9.6,23,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,10,9,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_6VHlByQqreplIUe,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,25-34 years old,Native-American,Master’s degree or above,Full-time,"More than $200,000",Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,6,No answer,Republicans,Turkey,Theresa May,Colombia,2,,,,,,,,,,,1.37,6.25,8.58,19,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,9,2,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_8IgnFmcYAGzwCzQ,,,,,33.8231,-84.3258,test,,I don't agree,Female,45-54 years old,Mixed race,Master’s degree or above,Unable to work,"$50,000 - $100,000",Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,9,Not interested,Democrats,Don't know,Boris Johnson,Colombia,1,,,,,,,,,,,,,,,,,,,,,4.89,7.05,8.86,15,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,6,4
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_0iDyqJTCZtoA4Oa,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,35-44 years old,Other,Master’s degree or above,Other,"$100,000 - $200,000",Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,6,No answer,Democrats,Turkey,Boris Johnson,Greece,2,,,,,,,,,,,,,,,,,,,,,6.95,7.91,9.66,21,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,6,3
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,1,TRUE,11/6/22 17:25,R_bqGi5wFY486VvO6,,,,,33.8231,-84.3258,test,,I agree,Female,Less than 18 years old,Native-American,Master’s degree or above,Part-time,"$25,000 - $50,000",Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat disagree,8,Not interested,Don't know,Estonia,Justin Trudeau,United Kingdom,3,,,,,,,,,,,5.87,9.66,8.42,45,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,7,3,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_3L4Jx1ldtDafoEu,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,45-54 years old,Other,I prefer not to say,Full-time,"$100,000 - $200,000",Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,1,Not at all interested,Republicans,Turkey,Scott Morrison,United Kingdom,1,7.37,8.73,8.86,21,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,5,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_7TIGRB3MaHDTcpw,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,18-24 years old,Asian - Indian,Other,Part-time,"$100,000 - $200,000",Somewhat disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,6,No answer,Democrats,Ukraine,Don't know,United Kingdom,1,,,,,,,,,,,,,,,,,,,,,8.49,9.28,8.51,46,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,8
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_9Kzt88vlE2FNm6y,,,,,33.8231,-84.3258,test,,I agree,Male,35-44 years old,Native-American,Bachelor’s degree,Contract/ Temporary,I prefer not to say,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,7,Not at all interested,Don't know,Turkey,Theresa May,Don't know,3,8.32,9.44,8.92,8,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,6,6,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_3Plj7VpnOH03pdA,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,Prefer not to say,I prefer not to say,Other,Unable to work,"$100,000 - $200,000",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7,Not interested,Don't know,Ukraine,Boris Johnson,Ukraine,4,,,,,,,,,,,5.29,9.95,9.41,15,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,2,8,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_0SvX1t16RrFbise,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,25-34 years old,Asian - Eastern,Highschool,I prefer not to say,"Less than $25,000",Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,6,Somewhat interested,Democrats,Bulgaria,Boris Johnson,Colombia,3,,,,,,,,,,,,,,,,,,,,,9.55,9.75,9.95,20,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,4,5
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_3HJxfAtpZAAiJeK,,,,,33.8231,-84.3258,test,,I don't agree,Male,25-34 years old,Mixed race,Other,Full-time,"$50,000 - $100,000",Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,9,No answer,Democrats,Ukraine,Scott Morrison,Ukraine,4,3.84,4.3,6.36,17,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,5,4,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_0jQjp0g7s4134G2,,,,,33.8231,-84.3258,test,,I don't agree,Female,Prefer not to say,Native-American,Master’s degree or above,Other,I prefer not to say,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,9,Not at all interested,Democrats,Estonia,Scott Morrison,Ukraine,1,,,,,,,,,,,6.52,8.29,8.67,4,Send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,10,5,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_eQKRQyLtIdr6AOG,,,,,33.8231,-84.3258,test,,I agree,Female,Prefer not to say,White / Caucasian,Other,Other,"Less than $25,000",Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,6,Not interested,Republicans,Don't know,Boris Johnson,Ukraine,1,3.44,7.65,8.48,50,Do not send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,6,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_1RqI55Rkpvq1vQG,,,,,33.8231,-84.3258,test,,I agree,Male,18-24 years old,Asian - Indian,Master’s degree or above,Unable to work,"Less than $25,000",Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,4,No answer,Republicans,Turkey,Justin Trudeau,United Kingdom,3,,,,,,,,,,,,,,,,,,,,,9.74,9.99,10,42,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,5,7
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,1,TRUE,11/6/22 17:25,R_dhz1YkCiRPnWbLE,,,,,33.8231,-84.3258,test,,I agree,Non-binary / third gender,Prefer not to say,White / Caucasian,Master’s degree or above,Unemployed,"$100,000 - $200,000",Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat disagree,9,Not at all interested,Republicans,Bulgaria,Justin Trudeau,Don't know,3,,,,,,,,,,,4.85,8.49,9.93,23,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,2,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_0vP9ccKbPE8gNpA,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,Less than 18 years old,I prefer not to say,I prefer not to say,Contract/ Temporary,"$100,000 - $200,000",Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,4,Not interested,Democrats,Ukraine,Justin Trudeau,United Kingdom,3,,,,,,,,,,,7.81,9.18,8.65,24,Send US troops to Ukraine,Do not send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,3,3,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_5aKKvOuAX1sJeoS,,,,,33.8231,-84.3258,test,,I agree,Female,18-24 years old,Other,Bachelor’s degree,Full-time,"$25,000 - $50,000",Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,8,Not interested,Republicans,Bulgaria,Scott Morrison,Don't know,4,,,,,,,,,,,,,,,,,,,,,3.95,8.26,4.47,30,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Condemn Russia's actions in an international court,2,3
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_bOQY637MunRy3u6,,,,,33.8231,-84.3258,test,,I don't agree,Non-binary / third gender,18-24 years old,I prefer not to say,I prefer not to say,Other,"More than $200,000",Strongly disagree,Strongly agree,Strongly agree,Strongly agree,10,Not interested,Democrats,Bulgaria,Theresa May,Ukraine,2,0.22,2.08,2.68,26,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,3,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_9mkE7vnKBuAcmHk,,,,,33.8231,-84.3258,test,,I agree,Male,55+ years old,White / Caucasian,I prefer not to say,Other,"$100,000 - $200,000",Strongly agree,Strongly agree,Strongly agree,Strongly agree,2,No answer,Democrats,Ukraine,Theresa May,United Kingdom,2,8.61,9.35,9.41,16,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,9,7,,,,,,,,,,,,,,,,,,,,
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_5p947YJE5PDcLau,,,,,33.8231,-84.3258,test,,I agree,Prefer not to say,18-24 years old,White / Caucasian,I prefer not to say,I prefer not to say,"$50,000 - $100,000",Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,1,Somewhat interested,Republicans,Don't know,Theresa May,Don't know,3,,,,,,,,,,,,,,,,,,,,,6.36,8.54,9.29,11,Do not send US troops to Ukraine,Send military resources to Ukrainian troops,Do not enact economic sanctions on Russia,Condemn Russia's actions in an international court,8,6
11/6/22 17:25,11/6/22 17:25,Survey Test,,100,0,TRUE,11/6/22 17:25,R_e5kpv0YPzF7N20C,,,,,33.8231,-84.3258,test,,I don't agree,Prefer not to say,Prefer not to say,Asian - Indian,Other,Unemployed,"$50,000 - $100,000",Strongly disagree,Somewhat disagree,Strongly disagree,Strongly agree,3,No answer,Don't know,Don't know,Boris Johnson,United Kingdom,4,,,,,,,,,,,1.87,6.86,6.04,12,Send US troops to Ukraine,Send military resources to Ukrainian troops,Enact economic sanctions on Russia,Do not condemn Russia's actions in an international court,4,1,,,,,,,,,,
